stock_locate,tracking_number,timestamp,order_reference_number,executed_shares,match_number,printable,execution_price
5582,1,0 days 09:30:00.616770784,5882783,100,115471,0,24000
3458,2,0 days 09:30:00.617875334,5827698,20,115517,0,13500000
3458,3,0 days 09:30:00.617875334,5828078,20,115518,0,13500000
3458,4,0 days 09:30:00.617875334,5828730,6,115519,0,13500000
3458,5,0 days 09:30:00.617875334,5828550,20,115520,0,13500000
3458,6,0 days 09:30:00.617875334,5828802,20,115521,0,13500000
3458,7,0 days 09:30:00.617875334,5908078,10,115522,0,13500000
3458,8,0 days 09:30:00.617875334,5831390,10,115523,0,13500000
3458,9,0 days 09:30:00.617875334,5675894,6,115524,0,13500000
3676,1,0 days 09:30:00.618633359,5671810,479,115540,0,88900
5650,1,0 days 09:30:00.621626483,5098799,2,115670,0,52100
6553,1,0 days 09:30:00.634135999,7503767,7,119243,0,154800
8906,1,0 days 09:30:00.637368824,9895788,166,120740,0,80500
6445,1,0 days 09:30:00.638070607,7503119,108,120992,0,70200
6721,1,0 days 09:30:00.641735743,7505039,75,122426,0,407200
2686,1,0 days 09:30:00.642249653,5672942,25,122564,0,699100
4378,1,0 days 09:30:00.660829891,5611814,173,130620,0,360000
4378,3,0 days 09:30:00.660829891,560010,497,130622,0,360000
6287,1,0 days 09:30:00.668967038,5195031,60,132892,0,321500
8030,1,0 days 09:30:00.671501642,9897612,17,134017,0,466900
7229,1,0 days 09:30:00.676129366,8696684,66,136244,0,14800
5178,1,0 days 09:30:00.680743515,4980887,127,138703,0,40300
4136,2,0 days 09:30:00.681189454,5671714,237,138899,0,119800
5497,62,0 days 09:30:00.696203728,7780507,42,145943,1,3290000
3609,1,0 days 09:30:00.697271234,5671662,133,146507,0,105400
661,1,0 days 09:30:00.699536023,7854221,173,147462,0,269400
5190,1,0 days 09:30:00.699871116,4136379,7,147596,0,101000
5084,1,0 days 09:30:00.700260436,7503375,263,147767,0,107200
382,1,0 days 09:30:00.704440296,7851713,89,149884,0,151800
979,1,0 days 09:30:00.705170818,7855021,83,150240,0,598200
4954,1,0 days 09:30:00.706592815,5064943,1091,151078,0,5140
4954,2,0 days 09:30:00.706592815,5794207,100,151079,0,5140
4954,3,0 days 09:30:00.706592815,5716935,3,151080,0,5140
4954,4,0 days 09:30:00.706592815,5853391,74,151081,0,5140
1829,1,0 days 09:30:00.709194679,4514041,100,152316,0,126600
3245,1,0 days 09:30:00.715886658,5674898,480,155599,0,794700
282,1,0 days 09:30:00.722367061,7852673,176,158757,0,176600
3357,1,0 days 09:30:00.725994397,5671286,301,159648,0,101000
3137,1,0 days 09:30:00.728336197,5636402,100,160029,0,222100
3088,1,0 days 09:30:00.729690366,4266226,300,160286,0,10200
3088,2,0 days 09:30:00.729690366,4266234,1700,160287,0,10200
518,1,0 days 09:30:00.730497134,6559269,2,160500,0,27500
8729,1,0 days 09:30:00.730797977,9895728,62,160587,0,133600
5386,1,0 days 09:30:00.731891179,6419879,100,160840,0,33200
6431,1,0 days 09:30:00.733268434,5845151,753,161191,0,24500
1949,1,0 days 09:30:00.734333516,7855249,2034,161330,0,367200
5979,1,0 days 09:30:00.735295234,7503135,16,161419,0,247200
4366,1,0 days 09:30:00.737884948,5672518,1,161696,0,915200
4720,1,0 days 09:30:00.738423143,5673354,37,161772,0,1241600
2561,1,0 days 09:30:00.739183381,5674190,120,161939,0,596600
1108,1,0 days 09:30:00.739235649,7688597,200,161956,0,169000
1108,2,0 days 09:30:00.739235649,7693725,500,161957,0,169000
1108,3,0 days 09:30:00.739235649,7688601,200,161958,0,169000
1108,4,0 days 09:30:00.739235649,7693729,500,161959,0,169000
3293,1,0 days 09:30:00.739711891,3707518,1,162014,0,415400
5878,1,0 days 09:30:00.739937440,6830731,12422,162050,0,15000
8484,1,0 days 09:30:00.740463880,6506744,2,162120,0,103500
5878,2,0 days 09:30:00.740618197,7789635,900,162157,1,15000
2893,2,0 days 09:30:00.741279787,5617018,100,162316,0,518300
2893,3,0 days 09:30:00.741279787,5617066,100,162317,0,518300
2893,4,0 days 09:30:00.741279787,5421662,218,162318,0,518300
546,1,0 days 09:30:00.741819552,7852821,59,162378,0,210400
1204,1,0 days 09:30:00.743015811,7852629,24,162567,0,354500
7818,1,0 days 09:30:00.743708415,9896228,40,162683,0,443800
8888,1,0 days 09:30:00.744205841,7587780,28,162744,0,13500
8888,2,0 days 09:30:00.744205841,9988108,735,162745,0,13500
4461,1,0 days 09:30:00.746192243,4399254,1,163049,0,8400
6307,1,0 days 09:30:00.746846666,7545299,697,163129,0,647200
2732,1,0 days 09:30:00.747621626,5673554,855,163227,0,203000
1300,1,0 days 09:30:00.748721690,7851997,159,163351,0,111000
4878,1,0 days 09:30:00.748973563,7337943,100,163389,0,267200
4878,2,0 days 09:30:00.748973563,7340923,100,163390,0,267200
6617,1,0 days 09:30:00.749971134,4779823,100,163566,0,11100
278,2,0 days 09:30:00.750192231,8115169,36,163609,1,570600
7706,2,0 days 09:30:00.750452203,9896784,77,163636,0,680800
488,1,0 days 09:30:00.750901701,7852973,533,163687,0,74300
6773,1,0 days 09:30:00.753531388,5128867,50,164037,0,90800
2501,1,0 days 09:30:00.756731532,5766542,100,164429,0,230300
3617,1,0 days 09:30:00.757588071,5674326,636,164544,0,179600
8094,1,0 days 09:30:00.758327117,9895592,183,164609,0,71800
5748,1,0 days 09:30:00.759066974,5577443,100,164700,0,4700
5748,2,0 days 09:30:00.759066974,5103307,1,164701,0,4700
5748,3,0 days 09:30:00.759066974,5380463,100,164702,0,4700
5748,4,0 days 09:30:00.759066974,5103311,10,164703,0,4700
8061,1,0 days 09:30:00.760161395,6724944,3840,164779,0,10100
8061,3,0 days 09:30:00.760161395,6016116,500,164781,0,10100
10,1,0 days 09:30:00.760795903,7852453,258,164832,0,115000
3434,1,0 days 09:30:00.761072077,5486422,200,164871,0,158800
1636,1,0 days 09:30:00.761267811,7651009,63,164877,0,4600
1636,2,0 days 09:30:00.761267811,7080861,18627,164878,0,4600
1636,3,0 days 09:30:00.761267811,7418273,2000,164879,0,4600
7641,1,0 days 09:30:00.761644358,9511772,2,164924,0,69900
3168,1,0 days 09:30:00.761970890,3943450,1,164948,0,99300
3168,2,0 days 09:30:00.761970890,4028030,820,164949,0,99300
1621,1,0 days 09:30:00.763710227,7854809,847,165157,0,139800
3219,1,0 days 09:30:00.765170814,5671658,415,165421,0,135400
5090,2,0 days 09:30:00.766262652,7503079,175,165633,0,200000
4528,1,0 days 09:30:00.766942450,5671422,47,165800,0,162800
2534,1,0 days 09:30:00.768250234,5440070,200,166069,0,61900
2134,2,0 days 09:30:00.768547972,8149233,300,166111,0,275200
982,1,0 days 09:30:00.769980455,4073585,113,166372,0,448000
4805,1,0 days 09:30:00.770736933,6448283,175,166559,0,364200
13,1,0 days 09:30:00.776180089,7852297,223,166998,0,2894400
13,2,0 days 09:30:00.776180089,8130505,100,166999,0,2894400
13,4,0 days 09:30:00.776180089,7963805,100,167001,0,2894400
5730,1,0 days 09:30:00.780714482,7502807,2,167060,0,2910200
4588,1,0 days 09:30:00.781978587,4782418,1,167088,0,465000
3019,1,0 days 09:30:00.784192496,5673278,609,167181,0,169100
564,1,0 days 09:30:00.784648512,7851813,190,167194,0,70900
919,1,0 days 09:30:00.784751875,7851953,55,167199,0,163200
1719,1,0 days 09:30:00.785065551,7852733,6,167209,0,599200
280,1,0 days 09:30:00.786247367,7851821,144,167255,0,65500
7636,1,0 days 09:30:00.786410652,9897740,43,167274,0,667200
2349,1,0 days 09:30:00.788156113,3694982,1,167353,0,4900
2349,2,0 days 09:30:00.788156113,3694986,102,167354,0,4900
2349,3,0 days 09:30:00.788156113,4764470,210,167355,0,4900
921,2,0 days 09:30:00.789979793,8215853,1,167433,1,22400
8668,1,0 days 09:30:00.790414080,9896588,30,167449,0,182100
1857,1,0 days 09:30:00.791544095,7852865,208,167480,0,458800
6370,1,0 days 09:30:00.792114901,6479907,100,167492,0,3780
8887,8,0 days 09:30:00.793197501,9898260,249,167567,0,470800
420,1,0 days 09:30:00.793917200,7852957,1082,167578,0,91800
7248,1,0 days 09:30:00.795101518,9854752,2500,167650,0,510000
7194,1,0 days 09:30:00.795896444,7504539,46,167683,0,402700
6985,1,0 days 09:30:00.797319270,7503683,105,167759,0,116000
6985,2,0 days 09:30:00.797319270,3717163,500,167760,0,116000
3402,1,0 days 09:30:00.799210099,5835274,100,167842,0,222900
3402,2,0 days 09:30:00.799210099,5836558,305,167843,0,222900
2364,1,0 days 09:30:00.800408661,5672382,29,167910,0,227200
4590,2,0 days 09:30:00.805029300,5980554,50,168063,1,207200
7764,1,0 days 09:30:00.805243135,8528208,2,168067,0,104500
6568,1,0 days 09:30:00.806183405,7502767,77,168126,0,91100
5696,1,0 days 09:30:00.807439269,5696775,2,168203,0,44700
7429,2,0 days 09:30:00.807790277,5333760,372,168215,0,161200
5414,1,0 days 09:30:00.808053538,7506399,31,168223,0,1080900
3029,1,0 days 09:30:00.808392526,5674314,937,168234,0,97300
5686,2,0 days 09:30:00.808724273,7617751,12,168247,1,335800
114,1,0 days 09:30:00.812466960,7853481,166,168408,0,112800
4894,1,0 days 09:30:00.812567964,7505619,46,168414,0,478400
5036,1,0 days 09:30:00.812935817,7503419,620,168423,0,50400
3400,1,0 days 09:30:00.813092945,5671158,120,168430,0,57100
8600,1,0 days 09:30:00.813318024,7884528,6,168441,0,108700
7837,1,0 days 09:30:00.815766900,9896644,118,168585,0,84400
7316,1,0 days 09:30:00.816087397,9897128,1025,168592,0,79400
440,1,0 days 09:30:00.816255780,7854469,274,168599,0,286900
4356,1,0 days 09:30:00.817040808,4802838,79,168653,0,2900
7603,1,0 days 09:30:00.817613388,9988084,100,168668,0,41400
7603,2,0 days 09:30:00.817613388,9925848,300,168669,0,41400
1720,1,0 days 09:30:00.822059105,7854853,137,169033,0,832200
1733,1,0 days 09:30:00.825552569,7853241,70,169326,0,252400
2217,1,0 days 09:30:00.829204729,7795657,67,169952,0,333800
8905,2,0 days 09:30:00.830295098,10134644,45,169995,1,57000
6294,1,0 days 09:30:00.833790638,7505675,3,170076,0,2132700
4804,1,0 days 09:30:00.834372429,7558387,11,170093,0,38800
8690,1,0 days 09:30:00.834981673,8293524,2445,170112,0,3415
2693,1,0 days 09:30:00.837338473,5671406,150,170223,0,118400
8859,1,0 days 09:30:00.840333421,9013496,6,170355,0,355700
147,1,0 days 09:30:00.841281082,6020369,15,170417,0,4200
3038,1,0 days 09:30:00.842691720,5673106,378,170463,0,77600
8150,1,0 days 09:30:00.843244370,9897336,18,170506,0,2531800
4008,1,0 days 09:30:00.843951499,5673302,8,170518,0,2641200
1801,3,0 days 09:30:00.844159925,7855589,393,170528,0,1109500
6298,1,0 days 09:30:00.844608807,7772199,228,170540,0,144000
8881,1,0 days 09:30:00.845872728,9425120,237,170612,0,1725
8881,2,0 days 09:30:00.845872728,8849512,1200,170613,0,1725
8881,3,0 days 09:30:00.845872728,8151128,1500,170614,0,1725
7908,1,0 days 09:30:00.846178128,7518736,17,170626,0,23200
4480,1,0 days 09:30:00.846849545,5745862,100,170675,0,500900
4735,1,0 days 09:30:00.850094040,5059471,6,170839,0,65200
8023,1,0 days 09:30:00.850195828,9852508,29,170844,0,360100
5863,2,0 days 09:30:00.850627908,7823203,300,170864,1,4820
5863,2,0 days 09:30:00.850665653,7823203,19700,170866,1,4820
5863,4,0 days 09:30:00.850665653,7823211,300,170867,1,4820
5863,2,0 days 09:30:00.850775783,7823211,2880,170876,1,4820
5863,4,0 days 09:30:00.850775783,7823219,100,170877,1,4820
5863,6,0 days 09:30:00.850775783,7823231,5020,170878,1,4820
3433,1,0 days 09:30:00.851987939,5464774,2694,170943,0,1620
3433,2,0 days 09:30:00.851987939,3656214,2005,170944,0,1620
7978,1,0 days 09:30:00.852827625,7464548,3,170996,0,7830
5225,1,0 days 09:30:00.853307644,7040327,95,171038,0,362900
107,1,0 days 09:30:00.853440245,7790017,240,171044,0,219000
2821,1,0 days 09:30:00.853613324,5872130,36,171054,0,408700
1185,1,0 days 09:30:00.854647540,7852153,620,171133,0,94300
1475,1,0 days 09:30:00.855119912,7852013,9,171178,0,171800
5431,1,0 days 09:30:00.855633622,7502867,277,171204,0,73000
8508,1,0 days 09:30:00.856177815,8088168,68,171240,0,3676
5863,2,0 days 09:30:00.856422742,7824311,2200,171257,1,4850
623,1,0 days 09:30:00.856724802,5520917,1000,171285,0,6375
623,2,0 days 09:30:00.856724802,5632177,500,171286,0,6375
7900,1,0 days 09:30:00.857417002,7433564,500,171335,0,8490
586,1,0 days 09:30:00.859899879,5570833,30,171631,0,156000
1229,1,0 days 09:30:00.860987798,5833489,437,171696,0,5810
1167,1,0 days 09:30:00.861351119,7854917,6,171708,0,4365300
1830,1,0 days 09:30:00.862513075,7851697,35,171774,0,63000
6870,1,0 days 09:30:00.863221811,7505255,1418,171828,0,141600
5863,2,0 days 09:30:00.863584293,7824311,1500,171870,1,4850
4121,2,0 days 09:30:00.865547702,5671262,162,172000,0,76300
4989,1,0 days 09:30:00.865553412,7502755,85,172002,0,155300
5301,2,0 days 09:30:00.867406075,7826635,100,172175,1,177100
2945,2,0 days 09:30:00.868648020,5671094,214,172241,0,69500
6153,1,0 days 09:30:00.868890780,7505259,3,172249,0,281300
8450,1,0 days 09:30:00.869288302,9699696,100,172283,0,65100
3872,1,0 days 09:30:00.869761573,5671030,3,172311,0,452300
5379,3,0 days 09:30:00.870099777,7620655,100,172349,0,196600
5379,4,0 days 09:30:00.870099777,7621243,900,172350,0,196600
7827,1,0 days 09:30:00.871033240,9956532,517,172409,0,481900
5863,2,0 days 09:30:00.871713895,7824311,100,172488,1,4850
7556,1,0 days 09:30:00.873597782,9898052,245,172824,0,392100
5043,1,0 days 09:30:00.874130199,7502763,295,172902,0,125600
1297,1,0 days 09:30:00.874314908,7855301,30,172936,0,1438700
467,1,0 days 09:30:00.874619505,7762197,84,172970,0,7901
467,2,0 days 09:30:00.874619505,7949593,500,172971,0,7901
